Nationality,Which SAP Specialisation would you like to apply for?,Do you have a computer to do this course?,How do you connect to the internet?,Which country do you currently live in?,Aptitude test performance,Gender,Highest Education ACN,Current career role,Nearest Metropolitan area,How close do you live to this city/town?,Disability,Age,Have you created a profile on the Yoma platform?
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Advanced Diploma / Post-graduate Certificate (NQF 7),Risk Management Expert,Jos,I live 5-10km away from this town/city,No,32,Yes
Nigerian,Technology Consultant Associate,"I have access to a computer, but it's not mine","I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Port Harcourt,I live in this town/city,No,38,Yes
Nigerian,Developer Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Female,Bachelor's Degree,,ENUGU,I live in this town/city,No,25,Yes
Nigerian,End User Support Associate,I only have a smart phone,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,NYSC serving Corp member,Uyo,I live within 5km of this town/city,No,29,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Architect,"Kano, Nigeria",I live in this town/city,No,27,Yes
Nigerian,Developer Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",Nigeria,Adequate,Male,Bachelor's Degree,,Yola,I live in this town/city,No,-956,Yes
Nigerian,Technology Consultant Associate,I only have a smart phone,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,"Adequate, Adequate",Male,Tertiary Diploma,,Akungba,I live in this town/city,No,34,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,"Passable, Passable",Male,Bachelor's Degree,,Eti osa,I live in this town/city,No,32,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,,IKEJA,I live in this town/city,No,29,Yes
Nigerian,Developer Associate,I only have a smart phone,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Female,Bachelor's Degree,,Oshodi,I live in this town/city,No,26,No
Nigerian,Developer Associate,I have my own computer but it is faulty,"I use mobile data, and can afford 2GB or less a month",Nigeria,Passable,Male,Bachelor's Degree,,Kafanchan,I live more than 10km away from this town or city,No,24,Yes
Nigerian,End User Support Associate,"I have access to a computer, but it's not mine","I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Female,Postgraduate Degree (e.g. Masters),,Abuja,I live more than 10km away from this town or city,No,31,Yes
Nigerian,End User Support Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Kano,I live in this town/city,No,30,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Postgraduate Degree (e.g. Masters),,Portharcourt,I live in this town/city,No,35,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,Customer Service,Yenagoa,I live in this town/city,No,32,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Ibadan,I live in this town/city,No,25,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Kaduna,I live within 5km of this town/city,No,28,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,Manager Admin and Logistics,Ibadan,I live in this town/city,No,31,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,Technical support officer,Port Harcourt,I live in this town/city,No,34,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Female,Postgraduate Degree (e.g. Masters),,Ibadan,I live in this town/city,No,27,No
Nigerian,End User Support Associate,"I don't have access to a computer, but can arrange to get/use one.","I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,,Onitsha,I live in this town/city,No,28,Yes
Nigerian,Developer Associate,"I have access to a computer, but it's not mine","I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Postgraduate Diploma,Teaching,Maiduguri,I live in this town/city,No,34,Yes
Nigerian,Developer Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",Nigeria,Passable,Female,Advanced Diploma / Post-graduate Certificate (NQF 7),,BAUCHI,I live in this town/city,No,29,Yes
Nigerian,Developer Associate,"I have access to a computer, but it's not mine","I use mobile data, and can afford 2GB or less a month",Nigeria,Passable,Male,Honour's Degree / Post-Graduate Diploma (NQF 8),Data Analyst,Jos,I live in this town/city,No,38,No
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Warri,I live in this town/city,No,31,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Tertiary Diploma,,Lagos,I live in this town/city,No,31,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2GB or less a month",Nigeria,Adequate,Male,Bachelor's Degree,,Jos,I live more than 10km away from this town or city,No,29,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,logistics,ajah,I live in this town/city,No,37,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Female,Bachelor's Degree,,Ughelli,I live in this town/city,No,31,Yes
Nigerian,End User Support Associate,I have my own computer but it is faulty,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,,Jos,I live in this town/city,No,27,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Freelance Video Editor,"Ilorin, kwara state",I live 5-10km away from this town/city,No,28,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,,Effurun,I live in this town/city,No,28,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Lagos,I live in this town/city,No,27,Yes
Nigerian,Developer Associate,I have my own computer,I have very limited mobile data.,Nigeria,Passable,Male,Postgraduate Diploma,,Ibadan,I live in this town/city,No,30,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,Operator,Abakaliki,I live in this town/city,No,35,No
Nigerian,End User Support Associate,"I have access to a computer, but it's not mine","I use mobile data, and can afford 2-4GB per month.",Nigeria,"Adequate, Passable",Female,Bachelor's Degree,Data clerk,Owerri,I live in this town/city,No,29,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Female,Bachelor's Degree,,Uyo,I live in this town/city,No,29,Yes
Nigerian,End User Support Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",Nigeria,Passable,Male,Bachelor's Degree,,JOS/LANGTANG NORTH,I live more than 10km away from this town or city,No,23,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Postgraduate Diploma,Stock control/procurement in retail,Lagos,I live in this town/city,No,36,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Female,Honour's Degree / Post-Graduate Diploma (NQF 8),,Lagos,I live in this town/city,No,32,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Niger/Minna,I live in this town/city,No,31,Yes
Nigerian,Developer Associate,I share a computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Abuja,I live in this town/city,No,28,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Female,Bachelor's Degree,,Port_Harcourt,I live in this town/city,No,24,Yes
Nigerian,Developer Associate,I have my own computer,I have very limited mobile data.,Nigerian,Passable,Female,Bachelor's Degree,,Lagos,I live in this town/city,No,31,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Ibadan,I live in this town/city,No,28,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Male,Bachelor's Degree,Lab Technologist,Awka,I live in this town/city,No,36,Yes
Nigerian,Developer Associate,"I have access to a computer, but it's not mine","I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Ogun,I live in this town/city,No,28,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Female,Bachelor's Degree,,Kaduna,I live in this town/city,No,23,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,School Counsellor,Ondo City,I live in this town/city,No,37,Yes
Nigerian,Developer Associate,I only have a smart phone,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Female,University Undergraduate,,Owerri,I live in this town/city,No,21,Yes
Nigerian,End User Support Associate,I only have a smart phone,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Graduate Trainee,Lokoja,I live in this town/city,No,28,Yes
Nigerian,Technology Consultant Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",Nigeria,Passable,Female,Bachelor's Degree,Teacher,Calabar,I live more than 10km away from this town or city,No,28,No
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Female,Bachelor's Degree,Pharmacist,Warri,I live in this town/city,No,29,Yes
Nigerian,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Relationship Officer,Mushin,I live in this town/city,No,36,Yes
Nigerian,End User Support Associate,I only have a smart phone,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Female,Bachelor's Degree,,Abuja,I live in this town/city,No,31,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Postgraduate Degree (e.g. Masters),Teaching,Kudu,I live in this town/city,No,29,Yes
Nigerian,End User Support Associate,I only have a smart phone,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,"Passable, Passable",Male,Bachelor's Degree,Administrator,ILORIN,I live in this town/city,No,32,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigerian,Very Strong,Male,Bachelor's Degree,,Makurdi,I live in this town/city,No,25,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Adequate,Male,Advanced Diploma / Post-graduate Certificate (NQF 7),Material control,Port Harcourt,I live in this town/city,No,31,Yes
Nigerian,End User Support Associate,I share a computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Female,Bachelor's Degree,,Ibadan,I live in this town/city,No,33,Yes
Nigerian,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Akwanga,I live in this town/city,No,29,Yes
Nigerian,Developer Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",Nigeria,"Passable, Passable",Male,Bachelor's Degree,,jos plateau,I live in this town/city,No,25,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Female,Bachelor's Degree,,Apomu,I live in this town/city,No,25,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,Education,Lagos,I live more than 10km away from this town or city,No,30,Yes
